iter	Passed	Remaining
669	24475	12054
670	24506	12015
671	24541	11978
672	24564	11935
673	24591	11894
674	24614	11851
675	24646	11812
676	24676	11773
677	24704	11732
678	24728	11690
679	24769	11656
680	24802	11618
681	24892	11606
682	24973	11590
683	25077	11585
684	25203	11589
685	25268	11565
686	25303	11528
687	25342	11492
688	25380	11456
689	25411	11416
690	25441	11377
691	25473	11338
692	25497	11295
693	25525	11254
694	25549	11212
695	25583	11174
696	25615	11135
697	25648	11097
698	25683	11059
699	25711	11019
700	25739	10978
701	25773	10941
702	25803	10901
703	25831	10861
704	25877	10828
705	25909	10789
706	25941	10750
707	25974	10712
708	26013	10677
709	26096	10659
710	26153	10630
711	26188	10593
712	26217	10553
713	26243	10512
714	26272	10472
715	26302	10433
716	26327	10391
717	26354	10350
718	26386	10312
719	26418	10273
720	26444	10233
721	26470	10192
722	26503	10154
723	26530	10113
724	26555	10072
725	26586	10034
726	26618	9995
727	26653	9958
728	26672	9915
729	26704	9876
730	26732	9837
731	26763	9798
732	26798	9761
733	26827	9722
734	26851	9681
735	26881	9642
736	26914	9604
737	26943	9565
738	26965	9523
739	27027	9496
740	27069	9461
741	27134	9434
742	27156	9393
743	27186	9354
744	27217	9316
745	27243	9276
746	27270	9236
747	27298	9196
748	27332	9159
749	27357	9119
750	27384	9079
751	27413	9040
752	27443	9001
753	27469	8962
754	27496	8922
755	27532	8886
756	27559	8846
757	27583	8806
758	27611	8767
759	27649	8731
760	27676	8692
761	27699	8651
762	27728	8612
763	27759	8574
764	27785	8535
765	27813	8496
766	27847	8459
767	27874	8420
768	27896	8379
769	27915	8338
770	27948	8301
771	27994	8267
772	28061	8240
773	28110	8208
774	28144	8171
775	28171	8132
776	28195	8092
777	28222	8053
778	28256	8016
779	28279	7976
780	28311	7938
781	28341	7900
782	28388	7867
783	28442	7836
784	28489	7802
785	28523	7766
786	28555	7728
787	28586	7690
788	28622	7654
789	28656	7617
790	28690	7580
791	28731	7545
792	28791	7515
793	28875	7491
794	28950	7465
795	29023	7438
796	29075	7405
797	29126	7372
798	29148	7332
799	29178	7294
800	29205	7255
801	29238	7218
802	29264	7179
803	29510	7194
804	29845	7229
805	30268	7285
806	30540	7304
807	30744	7305
808	31060	7333
809	31195	7317
810	31395	7316
811	31524	7298
812	31638	7277
813	31727	7249
814	31859	7231
815	32044	7225
816	32177	7207
817	32292	7184
818	32502	7183
819	32653	7167
820	32733	7136
821	32829	7109
822	32915	7079
823	32992	7046
824	33041	7008
825	33104	6973
826	33159	6936
827	33195	6895
828	33232	6854
829	33262	6812
830	33303	6772
831	33348	6733
832	33402	6696
833	33448	6657
834	33472	6614
835	33501	6572
836	33533	6530
837	33570	6489
838	33598	6447
839	33624	6404
840	33650	6361
841	33682	6320
842	33706	6277
843	33734	6235
844	33755	6191
845	33789	6150
846	33815	6108
847	33839	6065
848	33862	6022
849	33894	5981
850	33999	5952
851	34117	5926
852	34184	5891
853	34235	5852
854	34300	5817
855	34349	5778
856	34411	5741
857	34483	5707
858	34535	5668
859	34568	5627
860	34597	5585
861	34624	5543
862	34676	5504
863	34723	5465
864	34761	5425
865	34811	5386
866	34848	5345
867	34876	5303
868	34945	5267
869	34997	5229
870	35088	5196
871	35154	5160
872	35255	5128
873	35326	5092
874	35455	5065
875	35542	5031
876	35597	4992
877	35626	4950
878	35653	4907
879	35678	4865
880	35706	4822
881	35732	4780
882	35756	4737
883	35788	4696
884	35824	4655
885	35850	4612
886	35884	4571
887	35925	4531
888	36026	4498
889	36082	4459
890	36108	4417
891	36137	4375
892	36172	4334
893	36205	4292
894	36238	4251
895	36289	4212
896	36331	4171
897	36355	4129
898	36384	4087
899	36417	4046
900	36464	4006
901	36515	3967
902	36549	3926
903	36576	3884
904	36600	3842
905	36636	3801
906	36679	3760
907	36709	3719
908	36744	3678
909	36772	3636
910	36804	3595
911	36839	3554
912	36871	3513
913	36947	3476
914	37031	3440
915	37067	3399
916	37099	3357
917	37130	3316
918	37161	3275
919	37186	3233
920	37218	3192
921	37247	3151
922	37276	3109
923	37314	3069
924	37345	3028
925	37376	2986
926	37410	2946
927	37433	2904
928	37461	2863
929	37484	2821
930	37523	2780
931	37548	2739
932	37597	2699
933	37630	2659
934	37656	2617
935	37680	2576
936	37712	2535
937	37761	2495
938	37789	2454
939	37822	2414
940	37846	2372
941	37895	2333
942	37961	2294
943	38010	2254
944	38051	2214
945	38074	2173
946	38101	2132
947	38134	2091
948	38158	2050
949	38185	2009
950	38219	1969
951	38254	1928
952	38283	1888
953	38331	1848
954	38368	1807
955	38398	1767
956	38429	1726
957	38464	1686
958	38506	1646
959	38553	1606
960	38579	1565
961	38606	1525
962	38631	1484
963	38654	1443
964	38678	1402
965	38704	1362
966	38734	1321
967	38755	1281
968	38782	1240
969	38805	1200
970	38834	1159
971	38887	1120
972	38953	1080
973	38999	1041
974	39046	1001
975	39068	960
976	39092	920
977	39124	880
978	39146	839
979	39167	799
980	39192	759
981	39215	718
982	39245	678
983	39266	638
984	39291	598
985	39312	558
986	39349	518
987	39376	478
988	39399	438
989	39427	398
990	39454	358
991	39477	318
992	39502	278
993	39525	238
994	39556	198
995	39578	158
996	39603	119
997	39625	79
998	39656	39
999	39679	0
